name,rating,position,version,price,skills,weak_foot,work_rate,pace,shooting,passing,dribbling,defending,physicality,height,base_stats,in_game_stats
Federico Fazio,74,CB,Normal,800,2,3,L \ M,34,40,54,54,75,72,"195cm | 6'5""",7,329
Sung Yueng Ki,74,"CDM,CM",Normal,450,3,5,M \ H,46,67,78,69,66,76,"189cm | 6'2""",3,402
Radim Řezník,74,"RB,RWB,CB",Normal,550,3,3,M \ M,73,60,66,67,71,77,"183cm | 6'0""",1,414
Makoto Hasebe,74,"CB,CDM",Normal,750,3,3,M \ M,52,51,72,70,76,60,"180cm | 5'11""",21,381
Andrea Ranocchia,74,CB,Normal,0,2,2,L \ M,45,32,56,57,77,70,"195cm | 6'5""",11,337
Nils Petersen,74,"ST,CF",Normal,400,3,4,M \ H,52,77,58,65,40,73,"188cm | 6'2""",9,365
Pablo Piatti,74,"RM,LM,RW",Libertadores,1.8K,3,2,H \ M,77,73,72,75,47,50,"163cm | 5'4""",-2,394
Christian Benteke,74,"ST,CF",Normal,800,2,2,M \ L,50,74,62,68,32,74,"190cm | 6'3""",64,360
Anthony Moris,74,GK,Normal,350,1,3,M \ M,74,71,79,75,47,72,"186cm | 6'1""",6,418
Pratto,74,"ST,CF",Libertadores,1.8K,3,3,H \ M,70,74,69,69,58,80,"188cm | 6'2""",6,420
Massimo Coda,74,"ST,CF",Normal,400,3,4,H \ L,60,75,58,71,25,64,"184cm | 6'0""",5,353
Yoel Rodríguez Oterino,74,GK,Normal,550,1,5,M \ M,74,73,70,71,38,72,"186cm | 6'1""",1,398
Nikola Kalinić,74,"ST,CF",Normal,800,3,4,M \ L,62,74,64,72,42,67,"187cm | 6'2""",1,381
Leroy Fer,74,"CDM,CM",Normal,350,3,4,M \ H,64,66,71,70,70,81,"188cm | 6'2""",13,422
Joel Ward,74,"RB,RWB",Normal,550,3,3,M \ H,54,52,68,66,77,70,"188cm | 6'2""",7,387
Bernardo Espinosa,74,CB,Normal,550,2,3,M \ H,39,44,58,51,73,78,"192cm | 6'4""",0,343
Carlos Zambrano,74,CB,Libertadores,1.9K,2,3,L \ H,55,48,59,66,73,77,"185cm | 6'1""",3,378
Lautaro Acosta,74,"RM,LM,RW,ST",Sudamericana,1.7K,4,4,H \ H,82,69,70,76,52,61,"169cm | 5'7""",-1,410
Serdar Aziz,74,CB,Normal,500,2,2,L \ H,69,32,51,55,74,79,"183cm | 6'0""",6,360
Ryan Jack,74,"CM,CDM",Normal,400,2,3,M \ H,62,67,72,72,73,78,"182cm | 6'0""",2,424
Salomón Rondón,74,"ST,CF",Normal,1.6K,3,4,M \ L,54,73,65,69,32,74,"186cm | 6'1""",10,367
Francisco Femenía Far,74,"RB,RWB,LB",Normal,600,3,3,H \ M,74,57,70,74,70,67,"174cm | 5'9""",6,412
Christian Kabasele,74,CB,Normal,600,2,3,M \ H,63,50,51,59,74,76,"188cm | 6'2""",4,373
Nathaniel Clyne,74,"RB,RWB",Normal,550,3,2,M \ H,69,60,70,72,73,64,"175cm | 5'9""",5,408
Manuel Gulde,74,CB,Normal,1.2K,2,2,M \ M,69,40,51,57,76,72,"184cm | 6'0""",-5,365
Adam Smith,74,"RB,RWB,LB",Normal,500,3,3,M \ H,66,60,69,70,72,71,"180cm | 5'11""",1,408
Luigi Sepe,74,GK,Normal,400,1,2,M \ M,74,71,70,76,44,72,"185cm | 6'1""",1,407
Andrea Bertolacci,74,"CM,CDM",Normal,1K,3,3,M \ M,63,69,73,75,73,65,"179cm | 5'10""",1,418
Marvin Plattenhardt,74,"LB,LWB",Normal,400,3,2,M \ M,66,56,73,71,71,71,"181cm | 5'11""",7,408
Shane Duffy,74,CB,Normal,3K,2,3,L \ H,34,47,50,48,74,78,"193cm | 6'4""",6,331
Allan-Roméo Nyom,74,"RB,RWB,LB,RM",Normal,350,3,3,M \ M,80,59,70,68,70,86,"189cm | 6'2""",6,433
Mateusz Klich,74,"CM,CDM",Normal,2.4K,3,3,H \ H,65,71,74,72,66,72,"183cm | 6'0""",15,420
Paulo Victor,74,GK,Normal,1.3K,1,2,M \ M,69,70,70,78,42,75,"187cm | 6'2""",2,404
Wes Foderingham,74,GK,Normal,400,1,3,M \ M,74,71,72,76,44,73,"185cm | 6'1""",4,410
Ricardo Rodríguez,74,CB,Normal,850,3,3,M \ M,67,67,74,75,75,73,"182cm | 6'0""",13,431
Arnaud Souquet,74,"RB,RWB",Normal,4.1K,3,3,H \ M,66,59,70,71,71,69,"179cm | 5'10""",0,406
Xavier Chavalerin,74,"CM,CDM,LM",Normal,850,3,3,M \ H,59,67,73,72,70,75,"178cm | 5'10""",6,416
André Almeida,74,"RB,RWB",Normal,900,3,3,M \ M,61,63,75,71,75,73,"186cm | 6'1""",3,418
Enrich Ametller,74,"ST,CF",Normal,350,4,4,H \ H,52,73,68,72,42,81,"181cm | 5'11""",2,388
Moisés Lima Magalhães,74,"CDM,CM,ST",Normal,350,3,4,H \ H,70,74,72,71,71,78,"184cm | 6'0""",11,436
Jens Toornstra,74,"CM,CAM,RW",Normal,850,3,2,H \ H,52,74,77,70,70,70,"178cm | 5'10""",6,413
Cláudio Ramos,74,GK,Normal,450,1,3,M \ M,78,72,64,74,55,71,"183cm | 6'0""",6,414
Cristian Gamboa,74,"RB,RWB",Normal,800,3,2,H \ M,88,48,66,72,69,71,"175cm | 5'9""",14,414
Nampalys Mendy,74,"CDM,CM",Normal,450,3,3,L \ H,60,54,69,75,73,66,"167cm | 5'6""",6,397
Grant Hanley,74,CB,Normal,700,2,3,M \ H,53,32,47,49,76,78,"187cm | 6'2""",-2,335
Sergio Álvarez Díaz,74,CDM,Normal,400,2,3,M \ M,59,66,67,67,70,80,"183cm | 6'0""",2,409
Lukáš Hejda,74,CB,Normal,6K,2,3,M \ H,61,35,55,61,73,80,"189cm | 6'2""",0,365
Ilie Sánchez Farres,74,"CDM,CB,CM",Normal,350,2,3,M \ H,50,49,67,69,69,78,"180cm | 5'11""",3,382
Jordi Masip López,74,GK,Normal,1.1K,1,4,M \ M,74,72,68,74,63,72,"180cm | 5'11""",6,423
Sergi Gómez Solà,74,CB,Normal,1.2K,2,3,M \ H,58,46,62,61,75,72,"185cm | 6'1""",2,374
André André,74,"CM,CDM",Normal,500,3,4,H \ H,64,69,75,75,68,70,"174cm | 5'9""",5,421
Matthew Lowton,74,"RB,RWB",Normal,1.9K,2,3,H \ H,62,60,71,72,74,73,"181cm | 5'11""",2,412
Marco van Ginkel,74,"CM,CDM",Normal,1.2K,3,4,M \ M,58,74,75,73,69,73,"186cm | 6'1""",4,422
Anaitz Arbilla Zabala,74,CB,Normal,2.2K,2,4,M \ H,53,57,70,66,73,79,"178cm | 5'10""",1,398
Adam Maher,74,"CDM,CM",Normal,350,3,2,M \ H,67,70,74,76,70,66,"174cm | 5'9""",5,423
Guilherme Costa Marques,74,"RM,CAM,RW",Normal,1.5K,4,3,H \ L,91,67,69,76,51,67,"174cm | 5'9""",10,421
Nico Schulz,74,"LB,LWB,LM",Normal,3.4K,3,2,M \ M,85,46,65,67,70,80,"181cm | 5'11""",-87,413
Jeong Ho Hong,74,CB,Normal,350,2,4,M \ H,76,45,54,57,73,81,"186cm | 6'1""",5,386
Pedro Mendes,74,CB,Normal,950,2,3,M \ H,59,38,51,61,74,76,"186cm | 6'1""",0,359
Toni Šunjić,74,CB,Normal,500,2,3,L \ H,53,40,51,35,74,82,"194cm | 6'4""",0,335
Ermin Bičakčić,74,CB,Normal,700,2,3,M \ M,44,37,49,48,75,70,"185cm | 6'1""",4,323
Massadio Haïdara,74,"LWB,CB,LB",Normal,1K,3,3,M \ H,76,52,62,71,70,78,"179cm | 5'10""",3,409
Jonathan Schmid,74,"RM,RB,RW",Normal,600,3,3,M \ M,67,64,75,76,68,76,"179cm | 5'10""",3,426
Danny da Costa,74,"RWB,RB",Normal,800,3,3,H \ H,73,56,65,68,72,81,"187cm | 6'2""",20,415
Bobby Decordova-Reid,74,"RM,CAM,RW",Normal,500,3,3,H \ M,77,71,69,76,57,62,"170cm | 5'7""",6,412
Bruno Zuculini,74,"CDM,CM",Libertadores,1.8K,3,3,H \ H,69,65,68,70,72,80,"182cm | 6'0""",1,424
Jens Jønsson,74,"CDM,CM",Normal,350,2,3,M \ M,68,56,67,66,74,74,"182cm | 6'0""",4,405
Stefan Schwab,74,"CM,CDM",Normal,600,3,3,H \ H,63,71,75,72,70,76,"183cm | 6'0""",3,427
Mauricio Pereyra,74,"CAM,CM",Normal,400,4,2,M \ L,69,65,75,75,54,66,"170cm | 5'7""",1,404
Tokmac Chol Nguen,74,"CAM,LM",Normal,350,3,3,H \ M,87,71,65,79,45,59,"174cm | 5'9""",16,406
Brice Samba,74,GK,Normal,1.1K,1,3,M \ M,75,73,76,74,53,71,"186cm | 6'1""",24,422
John Egan,74,CB,Normal,2.2K,2,3,L \ M,64,46,54,61,73,77,"185cm | 6'1""",2,375
Iván Piris,74,"RB,RWB,LB",Libertadores,2K,3,3,M \ M,83,48,62,70,70,74,"173cm | 5'8""",-2,407
Iñigo Ruiz de Galarreta,74,"CDM,CM",Normal,400,3,3,H \ M,67,59,70,73,69,69,"175cm | 5'9""",2,407
Jan Kopic,74,"RM,LM,RW",Normal,450,3,3,H \ M,76,71,72,75,36,59,"179cm | 5'10""",2,389
Djaniny,74,"ST,CF,LW",Normal,800,4,4,M \ L,79,72,67,75,35,76,"190cm | 6'3""",18,404
Dave Bulthuis,74,CB,Normal,1.4K,2,3,M \ M,60,38,55,53,73,85,"192cm | 6'4""",1,364
Alexander Ring,74,"CDM,CM",Normal,400,3,3,H \ H,68,66,69,73,70,77,"175cm | 5'9""",9,423
Stefan Ristovski,74,"RB,RWB,RM",Normal,400,3,3,H \ H,76,61,68,70,71,78,"180cm | 5'11""",0,424
Ezgjan Alioski,74,"LB,LWB,LM",Normal,400,3,2,H \ H,78,72,71,73,66,76,"172cm | 5'8""",16,436
Serdar Dursun,74,"ST,CF",Normal,450,3,3,M \ M,60,74,61,71,40,79,"190cm | 6'3""",7,385
Pedro Bigas Rigo,74,"CB,LB",Normal,1K,2,2,M \ H,62,52,64,61,75,72,"181cm | 5'11""",1,386
Luka Milivojević,74,"CDM,CM",Normal,500,2,2,M \ H,47,70,73,66,73,69,"186cm | 6'1""",2,398
Sergiy Kryvtsov,74,CB,Normal,750,2,3,M \ M,65,44,56,52,74,78,"186cm | 6'1""",2,369
Philipp Hofmann,74,"ST,CF",Normal,400,2,2,M \ M,51,74,53,63,34,80,"195cm | 6'5""",5,355
Luciano Vietto,74,"CAM,ST,LW",Normal,600,3,4,H \ M,76,70,72,78,45,64,"174cm | 5'9""",14,405
Emil Krafth,74,"RB,RWB,CB",Normal,500,3,3,M \ M,65,58,68,70,74,71,"184cm | 6'0""",3,406
Sokratis Dioudis,74,GK,Normal,600,1,2,M \ M,76,72,68,78,42,73,"189cm | 6'2""",3,409
Oussama Tannane,74,"CAM,RW",Normal,1.1K,4,3,M \ L,82,76,72,78,41,71,"177cm | 5'10""",19,420
Lukas Kübler,74,"RB,RWB,RM",Normal,450,2,2,L \ M,75,46,59,64,73,68,"182cm | 6'0""",1,385
Christopher Jullien,74,CB,Normal,1K,2,3,L \ H,64,50,62,56,73,74,"196cm | 6'5""",5,379
Derlis González,74,"ST,RM,LM,CF",Libertadores,2.2K,4,3,H \ M,81,75,71,77,44,64,"175cm | 5'9""",4,412
Stefan Mitrović,74,CB,Normal,1.2K,2,5,L \ H,31,34,54,53,74,81,"189cm | 6'2""",1,327
Pierrick Capelle,74,"RM,CM,LM,RW",Normal,900,3,4,H \ M,64,72,74,73,69,69,"181cm | 5'11""",-1,421
Tomasz Kędziora,74,"RB,RWB,CB",Normal,350,2,3,H \ M,77,46,66,64,72,74,"183cm | 6'0""",3,399
Cristian Pellerano,74,"CDM,CM",Libertadores,1.9K,2,3,M \ M,52,65,68,61,70,78,"184cm | 6'0""",-1,394
Albert Rusnák,74,"CAM,CDM,CM",Normal,500,3,4,H \ M,68,74,74,75,56,66,"175cm | 5'9""",4,413
Björn Engels,74,CB,Normal,950,2,3,M \ M,63,44,61,56,74,75,"195cm | 6'5""",2,373
Javier Manquillo Gaitán,74,"RB,RWB",Normal,850,3,3,M \ M,69,45,63,72,73,65,"178cm | 5'10""",6,387
Rubén Blanco Veiga,74,GK,Normal,1K,1,3,M \ M,79,72,73,74,53,70,"189cm | 6'2""",6,421
Karol Linetty,74,"CM,CF",Normal,550,3,3,H \ H,64,63,71,75,72,69,"176cm | 5'9""",9,414
Rafael Czichos,74,"CB,LB",Normal,750,2,3,M \ M,59,47,59,61,75,77,"187cm | 6'2""",4,378
André Hahn,74,"ST,RM,CF",Normal,750,3,4,H \ H,69,74,68,70,55,83,"185cm | 6'1""",13,419
Florian Niederlechner,74,"ST,CF",Normal,1.9K,3,4,H \ H,68,75,63,73,35,78,"187cm | 6'2""",7,392
Rani Khedira,74,"CDM,CB",Normal,500,2,3,L \ H,58,43,58,61,76,80,"189cm | 6'2""",9,376
Nikola Storm,74,"LM,LW",Normal,350,3,5,H \ M,78,73,70,74,36,57,"178cm | 5'10""",9,388
Augusto Solari,74,"RM,LM,RW",Normal,750,3,3,M \ H,85,62,72,75,58,73,"176cm | 5'9""",-3,425
Enzo Roco,74,CB,Normal,600,2,3,M \ H,32,41,55,58,75,76,"192cm | 6'4""",2,337
Christopher Lenz,74,"LWB,LB,LM",Normal,2.2K,3,3,M \ M,72,42,67,69,72,69,"181cm | 5'11""",3,391
Álvaro Medrán Just,74,"CM,CDM",Normal,400,3,4,H \ M,58,67,76,74,63,64,"178cm | 5'10""",5,402
Leonel Vangioni,74,"LB,LWB",Normal,350,3,3,H \ M,77,63,70,70,71,72,"181cm | 5'11""",2,423
Jonathan Osorio,74,"CM,CDM,LM",Normal,550,3,5,H \ H,61,69,71,76,62,68,"175cm | 5'9""",9,407
Maxime Crépeau,74,GK,Normal,550,1,2,M \ M,72,72,70,77,49,74,"180cm | 5'11""",-3,414
Jean-Charles Castelletto,74,CB,Normal,1K,2,2,M \ M,68,30,51,61,75,75,"185cm | 6'1""",3,360
Ryan Christie,74,"RW,RM",Normal,500,3,4,H \ H,81,71,72,76,65,77,"178cm | 5'10""",13,442
Eduard Sobol,74,"LB,LWB,LM",Normal,3.5K,2,2,H \ M,79,64,68,70,70,73,"186cm | 6'1""",6,424
Juan Ramírez,74,"CM,LM",Libertadores,1.8K,3,1,H \ M,81,67,70,80,64,66,"174cm | 5'9""",6,428
Gauthier Gallon,74,GK,Normal,850,1,2,M \ M,75,71,72,76,40,73,"186cm | 6'1""",1,407
Guido Herrera,74,GK,Libertadores,2.1K,1,2,M \ M,74,72,72,75,59,74,"187cm | 6'2""",-3,426
Martín Cauteruccio,74,"ST,RM,CF",Normal,450,3,3,M \ M,66,75,62,70,37,77,"180cm | 5'11""",2,387
Jonathan Silva,74,"LB,CB,LWB",Normal,550,3,3,M \ M,70,60,68,72,71,75,"179cm | 5'10""",1,416
Robert Skov,74,"RW,LWB,RM",Normal,350,3,3,M \ M,78,77,76,72,64,68,"185cm | 6'1""",7,435
Henrique Dourado,74,"ST,CF",Normal,1.4K,3,3,H \ H,72,75,63,66,34,84,"186cm | 6'1""",7,394
Gil,74,"CM,CDM",Libertadores,1.8K,3,2,H \ M,63,65,75,72,66,77,"171cm | 5'7""",4,418
Cican Stanković,74,GK,Normal,950,1,4,M \ M,75,73,62,77,42,74,"186cm | 6'1""",2,403
Kenny Tete,74,"RB,RWB",Normal,700,2,2,M \ M,75,47,66,68,73,74,"180cm | 5'11""",5,403
Phillipp Mwene,74,"RB,RWB,LB",Normal,1K,3,4,H \ M,79,50,66,74,68,70,"172cm | 5'8""",6,407
Arijan Ademi,74,"CM,CDM",Normal,350,3,3,H \ H,65,65,66,71,71,81,"185cm | 6'1""",2,419
Richard Ortiz,74,"CDM,CM",Libertadores,1.7K,3,2,H \ H,73,68,68,72,71,83,"174cm | 5'9""",2,435
Gonçalo Paciência,74,"ST,CF",Normal,500,4,4,M \ L,46,76,59,76,33,77,"184cm | 6'0""",3,367
Anderson Plata,74,"RM,RW,ST",Normal,2.9K,3,3,H \ M,85,66,65,78,42,71,"173cm | 5'8""",5,407
Bruno Henrique,74,"CDM,CM",Normal,400,3,3,H \ M,61,67,74,69,71,76,"179cm | 5'10""",3,418
Genki Haraguchi,74,"CAM,CM",Normal,950,4,4,H \ H,76,65,70,78,44,53,"178cm | 5'10""",17,386
Cristian Arango,74,"ST,CAM,CF",Normal,1.2K,3,3,H \ M,74,74,63,73,33,72,"178cm | 5'10""",12,389
Khama Billiat,74,"CF,RW,ST",Normal,500,4,4,H \ M,85,74,70,78,47,65,"170cm | 5'7""",18,419
David von Ballmoos,74,GK,Normal,750,1,3,M \ M,75,75,74,74,50,73,"192cm | 6'4""",3,421
Rodrigo Battaglia,74,"CM,CDM",Normal,450,3,4,M \ H,60,65,67,70,74,77,"187cm | 6'2""",6,413
Gonzalo Piovi,74,"LB,CB,LWB",Sudamericana,2K,3,2,M \ M,72,53,67,67,71,79,"180cm | 5'11""",1,409
Bruno Varela,74,GK,Normal,450,1,2,M \ M,74,70,63,78,39,72,"191cm | 6'3""",2,396
Mbaye Diagne,74,"ST,CF",Normal,400,2,3,M \ L,64,74,56,63,29,72,"191cm | 6'3""",17,358
Jaume Domenech Sánchez,74,GK,Normal,650,1,3,M \ M,71,74,74,75,58,71,"185cm | 6'1""",4,423
Ulrik Saltnes,74,CM,Normal,400,3,3,H \ H,75,67,71,72,66,84,"187cm | 6'2""",5,435
Carlos Fernández Luna,74,"ST,CAM,CF",Normal,450,3,4,M \ M,67,76,64,74,27,67,"186cm | 6'1""",2,375
Tim Leibold,74,"LB,LWB,LM",Normal,850,3,3,H \ M,78,57,72,75,67,71,"174cm | 5'9""",29,420
Jaïro Riedewald,74,"CDM,CM",Normal,450,3,2,M \ M,60,56,74,69,73,67,"182cm | 6'0""",2,399
Andrés Felipe Roa,74,"CAM,RM,LM",Normal,950,4,3,M \ L,76,67,73,78,54,62,"175cm | 5'9""",1,410
Mammana,74,"CB,RB",Libertadores,1.8K,3,2,M \ M,77,42,65,71,75,71,"183cm | 6'0""",-1,401
Jacob Rinne,74,GK,Normal,400,1,3,M \ M,73,72,74,75,46,72,"188cm | 6'2""",-1,412
Hélder Costa,74,"RM,LM,RW",Normal,650,4,3,M \ M,82,68,70,75,31,56,"179cm | 5'10""",8,382
Adam Armstrong,74,"ST,CF,LW",Normal,5.9K,3,4,H \ L,84,75,66,75,35,69,"172cm | 5'8""",46,404
Andrés Cubas,74,"CDM,CM",Normal,500,3,2,H \ H,69,54,67,73,73,58,"166cm | 5'5""",4,394
Iván López Álvarez,74,"CF,CAM,ST",Normal,350,3,3,M \ M,80,75,71,77,39,71,"174cm | 5'9""",11,413
Morten Thorsby,74,"CM,LM",Normal,650,2,3,H \ H,67,63,70,72,75,80,"189cm | 6'2""",12,427
Freddie Woodman,74,GK,Normal,10K,1,2,M \ M,75,69,70,75,47,72,"188cm | 6'2""",3,408
Isaac Success,74,"ST,CF",Normal,500,3,3,M \ M,73,71,66,75,38,67,"182cm | 6'0""",22,390
Petros,74,"CM,CDM",Normal,400,3,3,H \ H,64,67,70,73,72,83,"181cm | 5'11""",0,429
Walace Souza Silva,74,"CDM,CM",Normal,650,3,3,M \ H,66,65,68,69,70,75,"188cm | 6'2""",1,413
Joris Kayembe,74,"LWB,LB,LM",Normal,500,3,4,H \ M,84,62,69,75,66,72,"180cm | 5'11""",8,428
Akim Zedadka,74,"RB,RWB",Normal,5.8K,3,3,H \ M,81,55,65,74,65,65,"173cm | 5'8""",9,405
Ozan Tufan,74,"CM,CDM,CAM",Normal,400,3,3,M \ M,79,73,72,75,71,77,"179cm | 5'10""",34,447
Rob Dickie,74,CB,Normal,400,2,2,M \ M,61,45,52,59,74,78,"195cm | 6'5""",12,369
Jonjoe Kenny,74,"RB,RWB,LB",Normal,650,3,2,H \ M,70,49,65,70,71,70,"176cm | 5'9""",24,395
Lewis Cook,74,"CM,CDM",Normal,750,3,4,M \ M,60,63,74,77,66,66,"175cm | 5'9""",7,406
Karol Świderski,74,"ST,CF",Normal,350,3,3,H \ M,68,74,62,71,32,71,"184cm | 6'0""",18,378
Lucas Hoyos,74,GK,Libertadores,1.8K,1,3,M \ M,79,69,68,80,62,66,"183cm | 6'0""",1,424
Luis Rioja González,74,"LM,LW",Normal,450,3,4,H \ M,77,66,70,77,37,51,"175cm | 5'9""",3,378
Haris Belkebla,74,"CDM,CM",Normal,1K,3,3,M \ H,55,49,71,70,69,73,"177cm | 5'10""",3,387
Ola Aina,74,"LWB,LB,RM,LM",Normal,400,3,4,M \ M,83,60,66,73,70,74,"184cm | 6'0""",10,426
Gian Marco Ferrari,74,CB,Normal,550,2,3,M \ M,50,28,41,50,75,78,"189cm | 6'2""",0,322
Guilherme Haubert Sityá,74,"LB,LWB,LM",Normal,350,3,3,H \ H,82,61,70,72,67,77,"180cm | 5'11""",6,429
Jarlan Barrera,74,"CAM,RM,RW",Normal,500,4,4,H \ L,73,65,75,75,42,57,"172cm | 5'8""",0,387
Enrique Barja Afonso,74,"RM,LM,RW",Normal,1K,3,3,M \ M,73,66,69,73,35,59,"178cm | 5'10""",2,375
Khaled Narey,74,"RW,RB,RM",Normal,400,3,5,M \ M,82,67,68,75,62,73,"180cm | 5'11""",15,427
José Devecchi,74,GK,Normal,800,1,2,M \ M,74,71,62,76,47,77,"188cm | 6'2""",2,407
Adam Masina,74,"LWB,LB,LM",Normal,800,3,3,M \ H,62,42,66,68,73,73,"191cm | 6'3""",5,384
Martín Merquelanz,74,"LW,LM,CAM,RW",Normal,450,3,3,M \ M,70,77,75,74,45,64,"176cm | 5'9""",2,405
Murilo de Souza Costa,74,"RW,RM",Normal,350,3,3,M \ M,88,70,65,79,25,65,"177cm | 5'10""",10,392
Pedro Gallese,74,GK,Normal,400,1,3,M \ M,75,72,66,77,47,70,"191cm | 6'3""",7,407
Todd Cantwell,74,"LM,RM,CM,LW",Normal,1K,4,3,H \ M,73,67,71,76,42,51,"177cm | 5'10""",20,380
Raúl Gudiño,74,GK,Normal,4.4K,1,1,M \ M,73,76,62,76,47,70,"196cm | 6'5""",5,404
Gabriel Ávalos,74,"ST,CF",Normal,400,3,4,H \ M,71,73,61,73,46,81,"188cm | 6'2""",-2,405
André Filipe Luz Horta,74,CM,Normal,750,3,3,H \ M,71,69,72,76,65,69,"175cm | 5'9""",1,422
Haris Hajradinović,74,"CM,CAM",Normal,350,3,3,M \ M,75,67,76,76,54,70,"178cm | 5'10""",2,418
Jakub Jankto,74,"LM,RM,CM,LW",Normal,350,3,3,H \ H,73,71,71,74,67,62,"180cm | 5'11""",-400,418
Diego Valoyes,74,"RM,LM,RW,ST",Libertadores,1.8K,3,4,H \ M,88,69,67,74,49,68,"181cm | 5'11""",3,415
Cyle Larin,74,"ST,LM,CF,LW",Normal,950,3,4,H \ M,74,74,65,68,28,78,"188cm | 6'2""",17,387
Jordan Siebatcheu,74,"ST,CF",Normal,400,3,3,M \ M,67,73,60,71,29,74,"191cm | 6'3""",20,374
Bart Ramselaar,74,CAM,Normal,800,3,3,H \ M,84,71,69,76,52,67,"178cm | 5'10""",4,419
Maximilian Mittelstädt,74,"LB,LWB,LM",Normal,450,3,3,H \ M,78,61,68,74,71,67,"180cm | 5'11""",5,419
Gastón Giménez,74,"CDM,CM",Normal,400,3,3,M \ M,64,61,71,73,67,83,"188cm | 6'2""",1,419
Almamy Touré,74,"CB,RWB,RM",Normal,700,3,3,M \ M,80,58,66,72,74,73,"183cm | 6'0""",18,423
Bright Osayi-Samuel,74,"RB,RWB,RM,RW",Normal,2.2K,3,3,H \ M,93,59,62,77,65,74,"175cm | 5'9""",61,430
Cameron Carter-Vickers,74,CB,Normal,350,2,3,M \ H,74,26,55,63,74,81,"183cm | 6'0""",23,373
Alexis Castro,74,"CAM,RM,CM",Normal,350,3,2,H \ M,77,72,71,76,65,69,"183cm | 6'0""",0,430
Mërgim Vojvoda,74,"LWB,LB,RM,LM",Normal,350,3,4,M \ M,69,51,69,71,70,71,"187cm | 6'2""",3,401
Jeff Reine-Adélaïde,74,"CM,RM",Normal,2K,4,3,H \ M,71,70,72,79,54,64,"184cm | 6'0""",5,410
Dimitry Bertaud,74,GK,Normal,1K,1,3,M \ M,74,69,73,77,53,73,"180cm | 5'11""",5,419
Borja Mayoral Moya,74,"ST,CF",Normal,850,3,4,M \ M,66,74,67,74,38,66,"182cm | 6'0""",1,385
Karim Onisiwo,74,"ST,CF",Normal,650,3,3,H \ H,80,70,66,73,50,82,"188cm | 6'2""",16,421
Branco van den Boomen,74,"CM,CDM",Normal,850,3,4,H \ M,62,73,77,70,66,76,"190cm | 6'3""",40,424
Antonee Robinson,74,"LB,LWB",Normal,2.4K,3,3,H \ M,87,47,62,73,68,72,"183cm | 6'0""",20,409
Mykola Matvienko,74,"CB,LB",Normal,400,2,3,H \ M,76,48,67,69,74,74,"182cm | 6'0""",7,408
José Carlos Lazo Romero,74,"LM,LW",Normal,550,3,5,M \ M,79,73,69,79,34,55,"178cm | 5'10""",3,389
Bryan Heynen,74,"CM,CDM",Normal,400,3,4,H \ H,65,68,73,73,71,72,"183cm | 6'0""",3,422
Mathias Jensen,74,"CM,CDM",Normal,450,3,4,M \ H,67,62,75,72,65,69,"180cm | 5'11""",10,410
Abdülkerim Bardakcı,74,CB,Normal,550,2,2,H \ M,50,32,48,57,76,79,"190cm | 6'3""",14,342
Falaye Sacko,74,"RB,RWB",Normal,1.9K,3,3,H \ M,92,45,61,72,67,73,"179cm | 5'10""",20,410
Joe Worrall,74,CB,Normal,750,2,2,M \ H,58,25,51,45,75,76,"190cm | 6'3""",6,330
Pedro Pereira,74,"RWB,RB,RM",Normal,400,3,2,M \ M,76,39,66,71,69,66,"185cm | 6'1""",1,387
Faïz Selemani,74,"LM,CAM,LW",Normal,350,4,3,H \ M,83,73,71,76,56,61,"182cm | 6'0""",5,420
Silvan Hefti,74,"RB,RWB",Normal,400,2,3,H \ H,77,49,64,66,70,81,"183cm | 6'0""",3,407
Alexander Hack,74,CB,Normal,550,2,3,M \ M,66,34,60,53,75,76,"193cm | 6'4""",1,364
Christian Bassogog,74,"ST,RM,CF,RW",Normal,2.5K,4,2,H \ M,90,71,62,77,38,74,"173cm | 5'8""",33,412
Jamiro Monteiro,74,"CM,LM,CAM",Normal,350,3,4,H \ H,75,63,73,78,64,75,"175cm | 5'9""",7,428
Kelvin Amian,74,"RWB,RB,RM",Normal,500,2,3,H \ M,78,48,63,68,72,79,"180cm | 5'11""",4,408
Diogo Gonçalves,74,"RW,RWB,RM",Normal,2.8K,4,4,M \ M,84,72,70,75,67,71,"177cm | 5'10""",9,439
Dodi Lukébakio,74,"RM,RW,ST",Normal,350,4,3,M \ L,83,72,66,78,31,59,"187cm | 6'2""",26,389
Aitor Cantalapiedra,74,"RW,RM",Normal,400,3,3,M \ L,84,70,71,74,29,56,"177cm | 5'10""",13,384
Axel Tuanzebe,74,CB,Normal,5K,3,3,M \ M,81,36,63,68,73,72,"185cm | 6'1""",63,393
Tomás Pochettino,74,"CM,CAM",Libertadores,3.9K,3,3,H \ M,71,66,76,76,64,72,"180cm | 5'11""",-4,425
Joaquín,74,CB,Normal,750,2,3,M \ H,64,45,60,55,74,80,"190cm | 6'3""",2,378
Santiago Ascacíbar,74,"CDM,CM",Normal,1K,2,3,M \ H,69,47,61,69,74,72,"168cm | 5'6""",3,392
Ryota Morioka,74,"CM,CAM",Normal,400,3,3,M \ M,49,69,76,71,73,73,"180cm | 5'11""",2,411
Wesley,74,"ST,CF",Normal,350,3,3,M \ M,65,74,66,70,38,81,"191cm | 6'3""",11,394
